uid;Shape_Leng;from;to;y_start;x_start;y_end;x_end
5074;124.9846186;'36.2795871285265,59.5553111989216';'36.2806892948411,59.5555962422057';36.27958713;59.5553112;36.28068929;59.55559624
5075;125.0153959;'36.2806892948411,59.5555962422057';'36.281791731586,59.5558813633887';36.28068929;59.55559624;36.28179173;59.55588136
5076;1227.532747;'36.3886045291692,59.5137876225946';'36.3935219808029,59.5015348450275';36.38860453;59.51378762;36.39352198;59.50153485
5077;387.6932937;'36.3980640304446,59.4902455049855';'36.3996102454126,59.4863710578215';36.39806403;59.4902455;36.39961025;59.48637106
5078;184.663128;'36.397321343162,59.4920867221075';'36.3980640303545,59.4902455049827';36.39732134;59.49208672;36.39806403;59.4902455
5079;325.5115564;'36.394523618951,59.4990394341279';'36.3959365476092,59.4958609899395';36.39452362;59.49903943;36.39593655;59.49586099
5080;372.1427032;'36.3959365476092,59.4958609899395';'36.397321343162,59.4920867221075';36.39593655;59.49586099;36.39732134;59.49208672
5081;249.9993084;'36.3935219808029,59.5015348450275';'36.394523618951,59.4990394341279';36.39352198;59.50153485;36.39452362;59.49903943
5082;253.2266414;'36.2710548518425,59.5727281135483';'36.2723187346155,59.5704047329394';36.27105485;59.57272811;36.27231873;59.57040473
5083;146.2618775;'36.3178747709926,59.5415292334424';'36.3191637757809,59.5418676239739';36.31787477;59.54152923;36.31916378;59.54186762
5084;141.4933266;'36.3166277897154,59.5412018875829';'36.3178747709026,59.5415292334395';36.31662779;59.54120189;36.31787477;59.54152923
5085;879.6827062;'36.2540849750021,59.603185677335';'36.2570158773183,59.5941866346689';36.25408498;59.60318568;36.25701588;59.59418663
5086;279.7472508;'36.2492291046047,59.6098714059005';'36.2510898124871,59.6077979752036';36.2492291;59.60987141;36.25108981;59.60779798
5087;149.7428532;'36.2702145951314,59.5740315935916';'36.2710548517524,59.5727281135453';36.2702146;59.57403159;36.27105485;59.57272811
5088;228.1409431;'36.2723187346155,59.5704047329394';'36.2725435623658,59.5678870957895';36.27231873;59.57040473;36.27254356;59.5678871
5089;288.11649;'36.2728381704584,59.5629299909626';'36.2730108818578,59.5597313355297';36.27283817;59.56292999;36.27301088;59.55973134
5090;276.0425722;'36.2771275779781,59.5549584900521';'36.2795871285265,59.5553111989216';36.27712758;59.55495849;36.27958713;59.5553112
5091;133.6257222;'36.3191637757809,59.5418676239739';'36.3203414168079,59.5421767903787';36.31916378;59.54186762;36.32034142;59.54217679
5092;55.97831734;'36.3496634341573,59.5460907553233';'36.3501171390495,59.5458184824709';36.34966737;59.54610224;36.35011714;59.54581848
5093;55.46777784;'36.4188579087441,59.4645829861961';'36.4192546233843,59.4642073191919';36.41884819;59.46456821;36.4192364;59.464182
5094;215.8630632;'36.4365662726885,59.4450146792614';'36.4379633871604,59.4433401360277';36.43656627;59.44501468;36.43796339;59.44334014
5095;249.9955512;'36.4379633871604,59.4433401360277';'36.4395813878669,59.4414007373058';36.43796339;59.44334014;36.43958139;59.44140074
